date,country,state,county,fips,lat,long,locationId,actuals.cases,actuals.deaths,actuals.positiveTests,actuals.negativeTests,actuals.contactTracers,actuals.hospitalBeds.capacity,actuals.hospitalBeds.currentUsageTotal,actuals.hospitalBeds.currentUsageCovid,unused1,actuals.icuBeds.capacity,actuals.icuBeds.currentUsageTotal,actuals.icuBeds.currentUsageCovid,unused2,actuals.newCases,actuals.vaccinesDistributed,actuals.vaccinationsInitiated,actuals.vaccinationsCompleted,metrics.testPositivityRatio,metrics.testPositivityRatioDetails,metrics.caseDensity,metrics.contactTracerCapacityRatio,metrics.infectionRate,metrics.infectionRateCI90,unused3,unused4,metrics.icuCapacityRatio,riskLevels.overall,metrics.vaccinationsInitiatedRatio,metrics.vaccinationsCompletedRatio,actuals.newDeaths,actuals.vaccinesAdministered,riskLevels.caseDensity,cdcTransmissionLevel,actuals.vaccinationsAdditionalDose,metrics.vaccinationsAdditionalDoseRatio,metrics.weeklyNewCasesPer100k,hsa,hsaPopulation,actuals.hsaHospitalBeds.capacity,actuals.hsaHospitalBeds.currentUsageTotal,actuals.hsaHospitalBeds.currentUsageCovid,actuals.hsaIcuBeds.capacity,actuals.hsaIcuBeds.currentUsageTotal,actuals.hsaIcuBeds.currentUsageCovid,metrics.bedsWithCovidPatientsRatio,hsaName,actuals.hospitalBeds.weeklyCovidAdmissions,actuals.hsaHospitalBeds.weeklyCovidAdmissions,metrics.weeklyCovidAdmissionsPer100k,communityLevels.cdcCommunityLevel,communityLevels.canCommunityLevel
2022-04-22,US,,,0,,,iso1:us,80711839,989106,78752057,784887721,,770108,579047,15932,,78453,55873,1489,,68012,689415025,250549102,215568163,0.055,,13.8,,1.16,0.1,,,0.71,2,0.756,0.65,490,545158381,2,2,100133760,0.302,96.3,,,,,,,,,0.021,,12328,,3.7,,0
2022-04-23,US,,,0,,,iso1:us,80730756,989203,78784666,785360321,,767744,561646,15781,,78104,54378,1453,,18917,690647125,250626430,215634160,0.055,,14.1,,1.16,0.1,,,0.7,2,0.756,0.651,97,545681045,2,2,100229115,0.302,98.7,,,,,,,,,0.021,,12739,,3.8,,0
2022-04-24,US,,,0,,,iso1:us,80743129,989231,78812298,785625188,,764153,549514,15857,,77772,52782,1446,,12373,690649125,250688058,215686891,0.056,,14.2,,1.16,0.1,,,0.68,2,0.756,0.651,28,546070355,2,2,100301807,0.303,99.1,,,,,,,,,0.021,,13070,,3.9,,0
2022-04-25,US,,,0,,,iso1:us,80817649,989584,78865024,786320422,,707323,513593,16537,,77685,53448,1505,,74520,690674925,250725788,215716084,0.058,,14.9,,1.16,0.1,,,0.69,2,0.756,0.651,315,546285917,2,3,100342526,0.303,104.3,,,,,,,,,0.023,,13370,,4.0,,0
2022-04-26,US,,,0,,,iso1:us,80872255,989890,78932154,787397087,,713523,535955,17246,,78103,56093,1582,,54606,691348825,250779799,215765055,0.06,,15.1,,1.16,0.1,,,0.72,2,0.757,0.651,284,547021424,2,3,100459064,0.303,105.7,,,,,,,,,0.024,,13771,,4.2,,0
2022-04-27,US,,,0,,,iso1:us,80956572,990561,79001066,788419593,,772839,589707,17664,,78743,56951,1581,,84317,692069125,250850202,215827323,0.062,,16.0,,1.16,0.1,,,0.72,2,0.757,0.651,641,547653349,2,3,100583495,0.303,112.2,,,,,,,,,0.023,,14254,,4.3,,0
2022-04-28,US,,,0,,,iso1:us,81030049,991024,79070014,789362951,,771294,586733,17740,,78428,56672,1590,,73477,692928325,250915456,215886303,0.065,,16.6,,1.16,0.1,,,0.72,2,0.757,0.651,463,548129479,2,3,100672188,0.304,116.5,,,,,,,,,0.023,,14623,,4.4,,0
2022-04-29,US,,,0,,,iso1:us,81111874,991443,79135169,790290925,,770428,581258,17415,,78580,55961,1621,,81825,694397725,250978177,215941787,0.066,,17.2,,1.16,0.1,,,0.71,2,0.757,0.651,419,548621461,2,3,100767481,0.304,120.7,,,,,,,,,0.023,,14943,,4.5,,0
2022-04-30,US,,,0,,,iso1:us,81134182,991532,79182358,790861473,,763893,559949,17130,,77689,54198,1579,,22308,695570925,251047341,216002027,0.067,,17.4,,1.16,0.1,,,0.7,2,0.757,0.652,90,549102933,2,3,100853129,0.304,121.7,,,,,,,,,0.022,,15313,,4.6,,0
2022-05-01,US,,,0,,,iso1:us,81149545,991555,79220952,791160423,,760990,548576,17369,,77497,52874,1574,,15363,695580925,251100790,216050913,0.069,,17.5,,1.16,0.1,,,0.68,2,0.757,0.652,23,549466944,2,3,100919902,0.304,122.6,,,,,,,,,0.023,,15731,,4.7,,0
2022-05-02,US,,,0,,,iso1:us,81244984,991932,79283133,791770381,,706761,511525,18088,,77827,53294,1661,,95439,695581225,251125466,216073466,0.071,,18.4,,1.16,0.1,,,0.68,2,0.758,0.652,377,549642828,2,3,100953283,0.305,128.9,,,,,,,,,0.026,,16108,,4.9,,0
2022-05-03,US,,,0,,,iso1:us,81314250,992596,79358389,792714106,,711719,532951,18776,,78317,55735,1691,,69266,696104425,251197728,216141625,0.074,,19.0,,1.16,0.1,,,0.71,2,0.758,0.652,429,550163705,2,3,101056280,0.305,133.3,,,,,,,,,0.026,,16546,,5.0,,0
2022-05-04,US,,,0,,,iso1:us,81416088,994530,79436507,793642861,,770071,586148,19113,,78430,56307,1724,,103746,696763025,251258718,216195639,0.077,,19.9,,1.16,0.1,,,0.72,2,0.758,0.652,,550507736,2,3,101157552,0.305,139.2,,,,,,,,,0.025,,16905,,5.1,,0
2022-05-05,US,,,0,,,iso1:us,81508945,995219,79511397,794535844,,773378,587527,19301,,78603,56484,1735,,85962,697496625,251333475,216263425,0.079,,20.4,,1.16,0.1,,,0.72,2,0.758,0.652,403,551023963,2,3,101263272,0.305,143.0,,,,,,,,,0.025,,17429,,5.3,,0
2022-05-06,US,,,0,,,iso1:us,81603981,995672,79586481,795409388,,772376,581753,19263,,78604,55959,1726,,95036,698593225,251363411,216306916,0.081,,21.0,,1.16,0.1,,,0.71,2,0.758,0.653,453,551405148,2,3,101343505,0.306,147.0,,,,,,,,,0.025,,18002,,5.4,,0
2022-05-07,US,,,0,,,iso1:us,81634339,995768,79647036,796000791,,767926,564247,19289,,78372,54806,1773,,30358,699214425,251440435,216370595,0.083,,21.3,,1.15,0.1,,,0.7,2,0.759,0.653,96,551858193,2,3,101430233,0.306,149.4,,,,,,,,,0.025,,18471,,5.6,,0
2022-05-08,US,,,0,,,iso1:us,81646132,995787,79696770,796309712,,762487,549545,19434,,77732,53165,1738,,11793,699240125,251487985,216410770,0.085,,21.2,,1.15,0.1,,,0.68,2,0.759,0.653,25,552146061,2,3,101485134,0.306,148.3,,,,,,,,,0.025,,18821,,5.7,,0
2022-05-09,US,,,0,,,iso1:us,81758553,996114,79774896,796956961,,706038,511062,19791,,77852,53400,1784,,112421,699240725,251515342,216432987,0.087,,21.9,,1.14,0.1,,,0.69,2,0.759,0.653,327,552330255,2,3,101517451,0.306,153.4,,,,,,,,,0.028,,19041,,5.7,,0
2022-05-10,US,,,0,,,iso1:us,81852052,996415,79873418,797969975,,711782,536362,20809,,78233,56296,1829,,93499,699798065,251575052,216488495,0.089,,23.0,,1.14,0.1,,,0.72,2,0.759,0.653,301,552755318,2,3,101600592,0.306,160.7,,,,,,,,,0.029,,19408,,5.9,,0
2022-05-11,US,,,0,,,iso1:us,82013212,996979,79976950,798978434,,773365,592247,21264,,78613,57074,1883,,161160,700445365,251631912,216553485,0.092,,25.4,,1.13,0.1,,,0.73,3,0.759,0.653,,553092734,3,3,101711772,0.307,178.1,,,,,,,,,0.027,,19803,,6.0,,0
2022-05-12,US,,,0,,,iso1:us,82128368,997351,80072212,799910662,,772801,591362,21747,,78472,56906,1871,,108175,701679265,251048689,216720409,0.094,,26.4,,1.13,0.1,,,0.73,3,0.757,0.654,373,553534921,3,3,102263864,0.309,184.8,,,,,,,,,0.028,,20286,,6.1,,0
2022-05-13,US,,,0,,,iso1:us,82242604,997774,80161081,800776761,,770498,587307,22526,,78276,56541,1942,,114236,702887465,251075276,216757097,0.097,,27.2,,1.12,0.1,,,0.72,3,0.757,0.654,423,553916942,3,3,102343616,0.309,190.5,,,,,,,,,0.029,,20966,,6.3,,0
2022-05-14,US,,,0,,,iso1:us,82267669,997820,80236075,801399198,,765656,568533,22495,,78014,55217,1934,,25065,703788565,251135378,216811602,0.098,,27.0,,1.11,0.1,,,0.71,3,0.758,0.654,46,554359455,3,3,102424806,0.309,189.0,,,,,,,,,0.029,,21520,,6.5,,0
2022-05-15,US,,,0,,,iso1:us,82287108,997847,80295970,801723290,,761904,557509,23527,,76300,53063,1950,,19439,703793865,251172713,216843857,0.1,,27.3,,1.1,0.1,,,0.7,3,0.758,0.654,27,554636529,3,3,102475835,0.309,191.3,,,,,,,,,0.031,,22157,,6.7,,0
2022-05-16,US,,,0,,,iso1:us,82436674,998168,80392486,802409142,,707855,521630,23840,,77717,53911,2145,,149566,703900065,251194272,216862075,0.102,,28.9,,1.09,0.1,,,0.69,3,0.758,0.654,321,554796350,3,3,102505715,0.309,202.5,,,,,,,,,0.034,,22833,,6.9,,1
2022-05-17,US,,,0,,,iso1:us,82570531,998522,80508669,803421846,,712468,544136,24532,,78141,56618,2292,,133857,704237965,251261835,216921913,0.104,,30.7,,1.07,0.1,,,0.72,3,0.758,0.654,355,555283806,3,3,102599052,0.31,214.6,,,,,,,,,0.034,,23627,,7.1,,1
2022-05-18,US,,,0,,,iso1:us,82739297,999102,80628049,804454034,,772435,596723,25108,,78264,56996,2276,,168766,705063265,251328329,216978813,0.106,,31.0,,1.06,0.1,,,0.73,3,0.758,0.655,538,555665867,3,3,102711003,0.31,216.9,,,,,,,,,0.033,,24209,,7.3,,1
2022-05-19,US,,,0,,,iso1:us,82860404,999508,80740211,805440854,,772551,596284,25299,,78610,57111,2314,,121107,705807065,251390376,217047441,0.108,,31.5,,1.06,0.1,,,0.73,3,0.758,0.655,406,556119838,3,3,102795015,0.31,220.8,,,,,,,,,0.033,,24594,,7.4,,1
2022-05-20,US,,,0,,,iso1:us,83000022,999906,80846110,806402174,,771619,591524,25521,,78446,56614,2299,,139618,707190865,251346497,217042745,0.109,,32.6,,1.05,0.1,,,0.72,3,0.758,0.655,403,556353708,3,3,102857640,0.31,228.5,,,,,,,,,0.033,,24822,,7.5,,1
2022-05-21,US,,,0,,,iso1:us,83037329,1000021,80928655,807051053,,767029,572473,25336,,78012,55122,2275,,37307,708251065,251410689,217104522,0.109,,33.2,,1.04,0.1,,,0.71,3,0.758,0.655,115,556841159,3,3,102956723,0.311,232.2,,,,,,,,,0.033,,25168,,7.6,,1
2022-05-22,US,,,0,,,iso1:us,83059316,1000072,80995890,807409093,,761551,559299,25653,,77439,53181,2326,,21987,708266965,251450539,217136925,0.11,,33.3,,1.03,0.1,,,0.69,3,0.759,0.655,51,557118123,3,3,103011736,0.311,233.0,,,,,,,,,0.034,,25432,,7.7,,1
2022-05-23,US,,,0,,,iso1:us,83192034,1000321,81094289,808104813,,705317,519867,26363,,77428,53632,2363,,132718,708266965,251471207,217152878,0.11,,32.6,,1.02,0.1,,,0.69,3,0.759,0.655,256,557268658,3,3,103045136,0.311,227.9,,,,,,,,,0.037,,25798,,7.8,,1
2022-05-24,US,,,0,,,iso1:us,83324114,1000870,81212195,809146842,,711060,541056,26783,,77994,56064,2406,,132080,709084865,251545176,217214635,0.109,,32.5,,1.02,0.1,,,0.72,3,0.759,0.655,549,557824876,3,3,103163020,0.311,227.3,,,,,,,,,0.038,,25891,,7.8,,1
2022-05-25,US,,,0,,,iso1:us,83511122,1001674,81333622,810157686,,772699,594619,27288,,78319,56889,2424,,187008,709828665,251603090,217264430,0.11,,33.3,,1.01,0.1,,,0.73,3,0.759,0.655,622,558193374,3,3,103284370,0.312,232.8,,,,,,,,,0.035,,26195,,7.9,,1
2022-05-26,US,,,0,,,iso1:us,83635474,1002016,81440333,811073851,,772039,591899,27268,,78492,56594,2489,,115628,711204065,251680071,217338222,0.111,,33.0,,1.01,0.1,,,0.72,3,0.759,0.656,342,558768371,3,3,103394041,0.312,231.2,,,,,,,,,0.035,,26640,,8.0,,1
2022-05-27,US,,,0,,,iso1:us,83774224,1002616,81529472,811827640,,769284,584418,27264,,78252,56032,2558,,138750,712777465,251743312,217394427,0.112,,33.0,,1.01,0.1,,,0.72,3,0.759,0.656,600,559242490,3,3,103495231,0.312,230.9,,,,,,,,,0.035,,26981,,8.1,,1
2022-05-28,US,,,0,,,iso1:us,83787986,1002651,81599575,812343462,,766349,564666,26596,,77860,54481,2428,,13763,713800565,251795133,217438577,0.113,,32.0,,1.01,0.1,,,0.7,3,0.76,0.656,36,559626334,3,3,103581049,0.312,223.8,,,,,,,,,0.035,,27396,,8.3,,1
2022-05-29,US,,,0,,,iso1:us,83797031,1002659,81659403,812635915,,761315,550376,27095,,77443,52825,2415,,9045,713816165,251819921,217459197,0.113,,31.4,,1.01,0.1,,,0.68,3,0.76,0.656,8,559818199,3,3,103629098,0.313,219.9,,,,,,,,,0.036,,27637,,8.3,,1
2022-05-30,US,,,0,,,iso1:us,83829183,1002681,81706615,812897017,,703971,505318,27433,,77570,52833,2512,,32152,713816165,251834431,217471357,0.113,,27.1,,1.01,0.1,,,0.68,3,0.76,0.656,22,559932303,3,3,103662110,0.313,189.6,,,,,,,,,0.039,,27791,,8.4,,0
2022-05-31,US,,,0,,,iso1:us,84011444,1003063,81800780,813533228,,705605,516975,28667,,77641,53576,2547,,182261,713816165,251851408,217484810,0.118,,29.2,,1.01,0.1,,,0.69,3,0.76,0.656,382,560044268,3,3,103691041,0.313,204.7,,,,,,,,,0.041,,27798,,8.4,,1
2022-06-01,US,,,0,,,iso1:us,84229860,1003655,81917060,814479465,,768852,584214,29650,,78316,56094,2649,,218416,714245065,251924268,217545253,0.119,,30.6,,1.01,0.1,,,0.72,3,0.76,0.656,592,560484551,3,3,103832568,0.313,214.2,,,,,,,,,0.039,,28371,,8.6,,1
2022-06-02,US,,,0,,,iso1:us,84341077,1004025,82027709,815356812,,770534,591132,29662,,78412,56420,2686,,111244,715344565,251949667,217596742,0.121,,30.4,,1.0,0.1,,,0.72,3,0.76,0.656,371,560867802,3,3,103935039,0.314,212.9,,,,,,,,,0.038,,28775,,8.7,,1
2022-06-03,US,,,0,,,iso1:us,84483159,1004432,82129865,816202838,,770391,588895,29334,,78455,56310,2718,,142082,716135365,251938906,217595057,0.121,,30.6,,1.0,0.1,,,0.72,3,0.76,0.656,407,561094067,3,3,104001872,0.314,213.9,,,,,,,,,0.038,,29034,,8.8,,1
2022-06-04,US,,,0,,,iso1:us,84526809,1004625,82206139,816762462,,765276,570882,28482,,77947,54840,2666,,43650,717511365,251997984,217644661,0.121,,31.8,,1.0,0.1,,,0.7,3,0.76,0.657,194,561477425,3,3,104092574,0.314,222.9,,,,,,,,,0.037,,29050,,8.8,,1
2022-06-05,US,,,0,,,iso1:us,84543244,1004643,82273377,817081416,,761297,559028,28727,,77569,53465,2599,,16435,717529265,252027063,217669557,0.121,,32.2,,1.0,0.1,,,0.69,3,0.76,0.657,18,561701636,3,3,104150373,0.314,225.1,,,,,,,,,0.038,,29105,,8.8,,1
2022-06-06,US,,,0,,,iso1:us,84680052,1004962,82363266,817659235,,706395,521341,29135,,77504,54039,2735,,136808,717529265,252044730,217682602,0.121,,36.7,,0.99,0.1,,,0.7,3,0.76,0.657,321,561811770,3,3,104181241,0.314,256.7,,,,,,,,,0.041,,29277,,8.8,,1
2022-06-07,US,,,0,,,iso1:us,84822741,1005431,82470044,818516482,,711112,541850,29666,,78081,56535,2808,,142689,718146265,252106023,217731666,0.118,,35.0,,0.99,0.1,,,0.72,3,0.761,0.657,469,562213045,3,3,104281127,0.315,244.8,,,,,,,,,0.042,,29919,,9.0,,1
2022-06-08,US,,,0,,,iso1:us,85001323,1006475,82558978,819257701,,771645,595621,30166,,78282,56925,2844,,178582,718796465,252123676,217740426,0.118,,33.2,,0.99,0.1,,,0.73,3,0.761,0.657,603,562397212,3,3,104371567,0.315,232.7,,,,,,,,,0.039,,29753,,9.0,,1
2022-06-09,US,,,0,,,iso1:us,85118927,1006817,82622085,819757564,,770663,593183,30170,,78203,56803,2885,,108163,720035865,252109334,217792808,0.119,,33.1,,0.99,0.1,,,0.73,3,0.761,0.657,343,562660214,3,3,104476458,0.315,231.8,,,,,,,,,0.039,,29838,,9.0,,1
2022-06-10,US,,,0,,,iso1:us,85254779,1007188,82687637,820250712,,768876,586824,29851,,77997,56155,2783,,135852,721261165,252147631,217829086,0.121,,32.8,,0.99,0.1,,,0.72,3,0.761,0.657,374,563008428,3,3,104564123,0.315,229.9,,,,,,,,,0.039,,29971,,9.0,,1
2022-06-11,US,,,0,,,iso1:us,85290152,1007312,82749509,820640371,,766166,569332,29431,,77758,54694,2836,,35373,721995365,252198942,217872141,0.123,,32.5,,0.99,0.1,,,0.7,3,0.761,0.657,124,563341140,3,3,104644136,0.316,227.4,,,,,,,,,0.038,,30309,,9.1,,1
2022-06-12,US,,,0,,,iso1:us,85308545,1007331,82812492,820942084,,760636,558452,29475,,77171,53148,2856,,18393,722015765,252226740,217895123,0.123,,32.6,,0.99,0.1,,,0.69,3,0.761,0.657,19,563534263,3,3,104695661,0.316,228.0,,,,,,,,,0.039,,30518,,9.2,,1
2022-06-13,US,,,0,,,iso1:us,85433702,1007600,82897727,821455259,,703314,518541,29962,,77149,53652,2888,,125157,722016465,252242322,217906950,0.123,,32.1,,0.99,0.1,,,0.7,3,0.761,0.657,279,563634347,3,3,104723174,0.316,224.5,,,,,,,,,0.043,,30836,,9.3,,1
2022-06-14,US,,,0,,,iso1:us,85569020,1008037,82998558,822151471,,711875,542112,30425,,77887,56349,2998,,135318,722642665,252285542,217945312,0.127,,31.8,,0.99,0.1,,,0.72,3,0.761,0.657,437,563929138,3,3,104798199,0.316,222.3,,,,,,,,,0.043,,30966,,9.3,,1
2022-06-15,US,,,0,,,iso1:us,85740661,1008691,83100812,822817995,,772014,594825,30749,,78253,57045,2994,,171641,723227565,252387759,218062185,0.132,,31.5,,0.99,0.1,,,0.73,3,0.761,0.658,654,564489790,3,3,104976060,0.317,220.2,,,,,,,,,0.04,,31166,,9.4,,1
2022-06-16,US,,,0,,,iso1:us,85844540,1009024,83192278,823422651,,771118,594251,30623,,78366,56890,3043,,103879,723899865,252434423,218100266,0.135,,31.3,,1.0,0.1,,,0.73,3,0.762,0.658,333,564765336,3,3,105045056,0.317,218.9,,,,,,,,,0.04,,31248,,9.4,,1
2022-06-17,US,,,0,,,iso1:us,85960902,1009328,83275841,823991360,,769641,588810,30467,,78322,56540,2996,,116362,,,,0.136,,30.4,,1.0,0.1,,,0.72,3,,,304,,3,3,,,213.0,,,,,,,,,0.04,,31289,,9.4,,1
2022-06-18,US,,,0,,,iso1:us,85975667,1009352,83344034,824393203,,764524,567881,29591,,77693,54655,2925,,14765,,,,0.137,,29.5,,1.01,0.1,,,0.7,3,,,24,,3,3,,,206.8,,,,,,,,,0.039,,31177,,9.4,,1
2022-06-19,US,,,0,,,iso1:us,85990274,1009374,83399855,824656739,,757731,554442,29988,,77207,53173,2954,,14607,,,,0.137,,29.4,,1.01,0.1,,,0.69,3,,,22,,3,3,,,205.7,,,,,,,,,0.04,,31223,,9.4,,1
2022-06-20,US,,,0,,,iso1:us,86044305,1009462,83467527,825007889,,703952,516477,30836,,77534,53780,3092,,54031,,,,0.138,,26.3,,1.01,0.1,,,0.69,3,,,88,,3,3,,,184.2,,,,,,,,,0.044,,31254,,9.4,,0
2022-06-21,US,,,0,,,iso1:us,86253867,1010031,83551805,825479953,,709518,537867,31163,,77833,55895,3137,,209562,,,,0.143,,29.5,,1.01,0.1,,,0.72,3,,,569,,3,3,,,206.6,,,,,,,,,0.044,,31395,,9.5,,1
2022-06-22,US,,,0,,,iso1:us,86424151,1010805,83656052,826098960,,770407,592352,31856,,78013,56550,3124,,170339,727818015,252646401,218286551,0.145,,29.5,,1.02,0.1,,,0.72,3,0.762,0.659,774,566153955,3,3,105421171,0.318,206.2,,,,,,,,,0.041,,31739,,9.6,,1
2022-06-23,US,,,0,,,iso1:us,86540511,1011304,83767378,826768941,,770203,592786,32028,,78369,56654,3094,,108258,,,,0.147,,29.6,,1.02,0.1,,,0.72,3,,,501,,3,3,,,207.5,,,,,,,,,0.042,,32146,,9.7,,1
2022-06-24,US,,,0,,,iso1:us,86695819,1011796,83873302,827375176,,767440,586811,32062,,78193,56497,3151,,155308,,,,0.15,,31.3,,1.03,0.1,,,0.72,3,,,436,,3,3,,,219.3,,,,,,,,,0.042,,32825,,9.9,,1
2022-06-25,US,,,0,,,iso1:us,86743488,1011959,83953724,827784460,,762872,568073,31927,,77714,54794,3037,,47669,,,,0.152,,32.7,,1.03,0.1,,,0.71,3,,,163,,3,3,,,229.2,,,,,,,,,0.042,,33653,,10.2,,2
2022-06-26,US,,,0,,,iso1:us,86761728,1011965,84019858,828061548,,760288,557204,32464,,77277,53227,3080,,18240,,,,0.154,,32.9,,1.03,0.1,,,0.69,3,,,6,,3,3,,,230.3,,,,,,,,,0.043,,34356,,10.4,,2
2022-06-27,US,,,0,,,iso1:us,86893725,1012244,84100012,828449599,,705217,520953,33262,,77626,54119,3231,,131997,,,,0.155,,36.3,,1.03,0.1,,,0.7,3,,,279,,3,3,,,253.8,,,,,,,,,0.047,,34914,,10.5,,2
2022-06-28,US,,,0,,,iso1:us,87015812,1012785,84180156,828880042,,709940,539931,33842,,77984,56184,3323,,122087,,,,0.156,,32.5,,1.03,0.1,,,0.72,3,,,541,,3,3,,,227.4,,,,,,,,,0.048,,35496,,10.7,,2
2022-06-29,US,,,0,,,iso1:us,87211407,1013478,84272455,829347693,,770032,593273,34240,,78428,56941,3383,,195595,735521215,253136993,218423975,0.159,,33.6,,1.03,0.1,,,0.73,3,0.764,0.659,693,567239923,3,3,106400243,0.321,235.0,,,,,,,,,0.044,,35906,,10.8,,2
2022-06-30,US,,,0,,,iso1:us,87334946,1013930,84378316,829881442,,769837,590478,34288,,78478,56612,3388,,123539,,,,0.164,,34.2,,1.04,0.1,,,0.72,3,,,452,,3,3,,,239.7,,,,,,,,,0.045,,36255,,10.9,,2
2022-07-01,US,,,0,,,iso1:us,87486947,1014452,84477532,830411163,,767826,582196,34499,,78344,55813,3446,,149089,,,,0.166,,34.0,,1.04,0.1,,,0.71,3,,,522,,3,3,,,237.8,,,,,,,,,0.045,,36567,,11.0,,2
2022-07-02,US,,,0,,,iso1:us,87499267,1014473,84559308,830795757,,763091,561981,33969,,77707,54384,3448,,12320,,,,0.167,,32.4,,1.04,0.1,,,0.7,3,,,21,,3,3,,,227.1,,,,,,,,,0.045,,36725,,11.1,,2
2022-07-03,US,,,0,,,iso1:us,87506128,1014476,84625365,831043998,,757825,547017,34360,,77111,52455,3410,,6861,,,,0.169,,32.0,,1.04,0.1,,,0.68,3,,,3,,3,3,,,223.7,,,,,,,,,0.045,,36947,,11.1,,2
2022-07-04,US,,,0,,,iso1:us,,1014540,84678140,831244985,,699533,499611,34905,,76924,52256,3556,,,,,,0.171,,,,1.05,0.1,,,0.68,3,,,64,,3,3,,,,,,,,,,,,0.05,,37049,,11.2,,2
2022-07-05,US,,,0,,,iso1:us,87722313,1014966,84784642,831710001,,700434,508359,36250,,77108,52902,3748,,,,,,0.176,,,,1.05,0.1,,,0.69,3,,,426,,3,3,,,,,,,,,,,,0.052,,36822,,11.1,,2
2022-07-06,US,,,0,,,iso1:us,87962423,1015684,84924977,832374047,,764730,579750,37969,,77867,55463,3875,,240110,739347115,253479688,218593214,0.177,,32.1,,1.05,0.1,,,0.71,3,0.765,0.659,724,568587863,3,3,106776994,0.322,224.7,,,,,,,,,0.05,,37679,,11.4,,2
2022-07-07,US,,,0,,,iso1:us,88086885,1016159,85054574,832991203,,768776,591472,38438,,78131,56593,3900,,120547,,,,0.179,,31.9,,1.05,0.1,,,0.72,3,,,475,,3,3,,,223.4,,,,,,,,,0.05,,38583,,11.6,,2
2022-07-08,US,,,0,,,iso1:us,88254886,1016720,85178447,833576224,,768696,592763,38617,,78264,56812,3933,,168001,,,,0.181,,33.1,,1.05,0.1,,,0.73,3,,,561,,3,3,,,231.4,,,,,,,,,0.05,,39457,,11.9,,2
2022-07-09,US,,,0,,,iso1:us,88278472,1016756,85275420,833994960,,766041,577953,37992,,77871,55520,3952,,23586,,,,0.183,,33.7,,1.05,0.1,,,0.71,3,,,36,,3,3,,,236.1,,,,,,,,,0.05,,40192,,12.1,,2
2022-07-10,US,,,0,,,iso1:us,88300862,1016764,85353176,834273320,,762207,565353,38283,,77464,54084,3907,,22390,,,,0.184,,34.7,,1.05,0.1,,,0.7,3,,,9,,3,3,,,242.7,,,,,,,,,0.05,,40868,,12.3,,2
2022-07-11,US,,,0,,,iso1:us,88475876,1017313,85461511,834714053,,708894,527852,39783,,77670,54677,4007,,164142,,,,0.184,,37.1,,1.04,0.1,,,0.7,3,,,549,,3,3,,,260.0,,,,,,,,,0.056,,41635,,12.6,,2
2022-07-12,US,,,0,,,iso1:us,87669985,1017835,85590379,835298656,,713537,546126,40429,,78199,56948,4147,,184121,,,,0.183,,39.8,,1.04,0.1,,,0.73,3,,,523,,3,3,,,278.4,,,,,,,,,0.057,,42845,,12.9,,2
2022-07-13,US,,,0,,,iso1:us,88838710,1018714,85718755,835908427,,772942,598180,41346,,78303,57737,4169,,190542,744325575,253855333,218801529,0.183,,37.6,,1.03,0.1,,,0.74,3,0.766,0.66,879,570100284,3,3,107163888,0.323,263.5,,,,,,,,,0.053,,43321,,13.1,,2
2022-07-14,US,,,0,,,iso1:us,88982756,1019171,85840629,836474309,,772879,599083,41861,,78321,57510,4255,,144046,,,,0.184,,38.6,,1.03,0.1,,,0.73,3,,,457,,3,3,,,270.5,,,,,,,,,0.054,,43561,,13.1,,2
2022-07-15,US,,,0,,,iso1:us,89152457,1019702,85961720,837054249,,770784,593676,41610,,77886,56657,4186,,169701,,,,0.184,,38.7,,1.03,0.1,,,0.73,3,,,532,,3,3,,,271.1,,,,,,,,,0.054,,43643,,13.2,,2
2022-07-16,US,,,0,,,iso1:us,89173499,1019744,86055273,837445465,,766666,575891,40789,,78013,55490,4173,,21042,,,,0.184,,38.6,,1.02,0.1,,,0.71,3,,,42,,3,3,,,270.3,,,,,,,,,0.053,,43867,,13.2,,2
2022-07-17,US,,,0,,,iso1:us,89195470,1019755,86130420,837714699,,763047,563236,41215,,77384,53711,4220,,21971,,,,0.184,,38.6,,1.01,0.1,,,0.69,3,,,11,,3,3,,,270.2,,,,,,,,,0.054,,43988,,13.3,,2
2022-07-18,US,,,0,,,iso1:us,89364775,1020274,86227275,838103702,,707998,526657,42459,,77537,54472,4351,,169305,,,,0.184,,38.8,,1.01,0.1,,,0.7,3,,,519,,3,3,,,271.7,,,,,,,,,0.06,,44255,,13.4,,2
2022-07-19,US,,,0,,,iso1:us,89525498,1020821,86346194,838634309,,712316,546390,43443,,77961,56743,4482,,160723,,,,0.185,,37.8,,1.0,0.1,,,0.73,3,,,571,,3,3,,,264.7,,,,,,,,,0.061,,44915,,13.5,,2
2022-07-20,US,,,0,,,iso1:us,89728977,1021611,86484935,839267717,,772363,599106,44053,,78253,57359,4489,,203479,748654475,254305796,219049425,0.186,,38.4,,0.99,0.1,,,0.73,3,0.767,0.661,796,572196100,3,3,107629133,0.325,268.6,,,,,,,,,0.057,,45211,,13.6,,2
2022-07-21,US,,,0,,,iso1:us,89882647,1022162,86613376,839860584,,773247,599676,43802,,78250,57380,4536,,148267,,,,0.186,,38.5,,0.99,0.1,,,0.73,3,,,551,,3,3,,,269.8,,,,,,,,,0.057,,45509,,13.7,,2
